country,year,uniqueid,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,bank_account
Kenya,2018,uniqueid_2728,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Government,Yes
Kenya,2018,uniqueid_2729,Rural,Yes,3,52,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_2730,Rural,Yes,1,30,Male,Head of Household,Divorced/Seperated,Primary education,Formally employed Private,No
Kenya,2018,uniqueid_2731,Urban,Yes,7,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_2732,Rural,Yes,6,33,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2733,Rural,Yes,4,31,Male,Child,Single/Never Married,Primary education,Informally employed,No
Kenya,2018,uniqueid_2734,Rural,Yes,7,76,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2735,Urban,Yes,3,25,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_2736,Rural,Yes,6,25,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2737,Urban,Yes,2,66,Male,Spouse,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_2738,Rural,No,5,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2739,Rural,Yes,7,31,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_2740,Urban,Yes,4,35,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,Yes
Kenya,2018,uniqueid_2741,Rural,Yes,3,59,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2742,Rural,Yes,6,80,Male,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2743,Urban,Yes,3,40,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_2744,Urban,Yes,1,23,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,Yes
Kenya,2018,uniqueid_2745,Rural,No,6,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_2746,Urban,No,2,21,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_2747,Urban,No,4,63,Male,Head of Household,Married/Living together,No formal education,Informally employed,No
Kenya,2018,uniqueid_2748,Rural,Yes,5,20,Male,Child,Single/Never Married,Secondary education,Formally employed Private,Yes
Kenya,2018,uniqueid_2749,Urban,Yes,7,35,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_2750,Rural,Yes,7,28,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_2751,Urban,Yes,5,30,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_2752,Rural,No,7,60,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2753,Urban,Yes,3,23,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,Yes
Kenya,2018,uniqueid_2754,Rural,Yes,1,39,Male,Head of Household,Divorced/Seperated,Secondary education,Informally employed,No
Kenya,2018,uniqueid_2755,Rural,No,5,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2756,Rural,Yes,6,35,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_2757,Urban,Yes,4,58,Male,Head of Household,Married/Living together,Secondary education,Remittance Dependent,Yes
Kenya,2018,uniqueid_2758,Urban,Yes,3,25,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_2759,Rural,Yes,4,50,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2760,Rural,Yes,3,16,Male,Other non-relatives,Single/Never Married,Secondary education,Informally employed,No
Kenya,2018,uniqueid_2761,Urban,Yes,2,29,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Private,Yes
Kenya,2018,uniqueid_2762,Urban,Yes,3,30,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,Yes
Kenya,2018,uniqueid_2763,Rural,No,6,19,Male,Child,Single/Never Married,Primary education,Informally employed,No
Kenya,2018,uniqueid_2764,Rural,No,1,67,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2765,Urban,No,3,30,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_2766,Rural,Yes,3,75,Female,Head of Household,Widowed,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2767,Rural,Yes,1,91,Female,Head of Household,Widowed,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2768,Rural,Yes,5,30,Female,Other relative,Single/Never Married,Vocational/Specialised training,Remittance Dependent,No
Kenya,2018,uniqueid_2769,Rural,Yes,6,44,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2770,Rural,Yes,4,46,Male,Child,Single/Never Married,Secondary education,Informally employed,No
Kenya,2018,uniqueid_2771,Urban,Yes,3,26,Male,Head of Household,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_2772,Urban,Yes,5,25,Male,Head of Household,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_2773,Rural,Yes,9,54,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,Yes
Kenya,2018,uniqueid_2774,Rural,Yes,8,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_2775,Urban,Yes,3,47,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing,Yes
Kenya,2018,uniqueid_2776,Rural,Yes,6,32,Male,Head of Household,Married/Living together,Tertiary education,Farming and Fishing,No
Kenya,2018,uniqueid_2777,Rural,No,2,86,Male,Head of Household,Married/Living together,Primary education,Government Dependent,Yes
Kenya,2018,uniqueid_2778,Urban,Yes,1,36,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Private,No
Kenya,2018,uniqueid_2779,Rural,Yes,5,53,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2780,Rural,No,7,33,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_2781,Urban,Yes,5,35,Female,Head of Household,Single/Never Married,Primary education,Informally employed,No
Kenya,2018,uniqueid_2782,Rural,Yes,4,35,Male,Child,Dont know,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2783,Rural,Yes,7,54,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_2784,Rural,Yes,4,60,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2785,Rural,Yes,4,68,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2786,Rural,Yes,4,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2787,Rural,Yes,7,53,Female,Head of Household,Widowed,Secondary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2788,Urban,Yes,4,47,Male,Head of Household,Divorced/Seperated,Primary education,Formally employed Private,No
Kenya,2018,uniqueid_2789,Urban,Yes,3,41,Male,Head of Household,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_2790,Rural,Yes,4,40,Male,Head of Household,Married/Living together,Vocational/Specialised training,Informally employed,No
Kenya,2018,uniqueid_2791,Rural,Yes,6,39,Male,Child,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_2792,Rural,Yes,3,55,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2793,Rural,No,2,68,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2794,Urban,Yes,1,20,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private,Yes
Kenya,2018,uniqueid_2795,Urban,Yes,5,25,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_2796,Rural,Yes,6,63,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2797,Urban,Yes,1,30,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private,Yes
Kenya,2018,uniqueid_2798,Urban,Yes,3,24,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,Yes
Kenya,2018,uniqueid_2799,Urban,No,6,16,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_2800,Rural,Yes,4,54,Female,Head of Household,Widowed,Secondary education,Self employed,No
Kenya,2018,uniqueid_2801,Rural,Yes,8,53,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_2802,Rural,Yes,1,40,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Formally employed Government,No
Kenya,2018,uniqueid_2803,Rural,Yes,8,56,Male,Head of Household,Married/Living together,Secondary education,Self employed,No
Kenya,2018,uniqueid_2804,Rural,Yes,5,16,Female,Child,Single/Never Married,Primary education,Informally employed,No
Kenya,2018,uniqueid_2805,Urban,Yes,4,32,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private,No
Kenya,2018,uniqueid_2806,Rural,Yes,10,38,Female,Spouse,Married/Living together,Secondary education,Informally employed,No
Kenya,2018,uniqueid_2807,Rural,Yes,1,55,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_2808,Urban,Yes,6,40,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_2809,Rural,No,3,78,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2810,Rural,Yes,2,56,Female,Head of Household,Widowed,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2811,Rural,Yes,6,37,Male,Head of Household,Married/Living together,No formal education,Informally employed,No
Kenya,2018,uniqueid_2812,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,Yes
Kenya,2018,uniqueid_2813,Rural,Yes,8,38,Male,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_2814,Urban,Yes,6,23,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,No
Kenya,2018,uniqueid_2815,Urban,Yes,4,42,Female,Head of Household,Widowed,Primary education,Self employed,Yes
Kenya,2018,uniqueid_2816,Urban,Yes,5,25,Male,Child,Single/Never Married,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2817,Urban,Yes,7,36,Male,Head of Household,Married/Living together,No formal education,Other Income,No
Kenya,2018,uniqueid_2818,Urban,Yes,2,21,Male,Other relative,Single/Never Married,Primary education,Informally employed,Yes
Kenya,2018,uniqueid_2819,Rural,No,2,71,Female,Spouse,Single/Never Married,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_2820,Rural,Yes,7,58,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_2821,Rural,No,1,76,Female,Head of Household,Widowed,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2822,Rural,Yes,5,43,Male,Head of Household,Married/Living together,Secondary education,Informally employed,No
Kenya,2018,uniqueid_2823,Urban,Yes,2,28,Female,Spouse,Married/Living together,Primary education,Informally employed,No
Kenya,2018,uniqueid_2824,Rural,Yes,5,24,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,No
Kenya,2018,uniqueid_2825,Rural,Yes,4,40,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_2826,Urban,Yes,2,22,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,Yes
Kenya,2018,uniqueid_2827,Urban,Yes,2,22,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent,Yes
Kenya,2018,uniqueid_2828,Urban,Yes,7,52,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2829,Urban,Yes,6,30,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,No
Kenya,2018,uniqueid_2830,Urban,Yes,5,30,Female,Head of Household,Married/Living together,No formal education,Informally employed,No
Kenya,2018,uniqueid_2831,Rural,Yes,3,53,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2832,Rural,No,6,30,Female,Spouse,Married/Living together,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_2833,Rural,Yes,6,33,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,Yes
Kenya,2018,uniqueid_2834,Urban,Yes,4,36,Female,Other relative,Single/Never Married,Secondary education,Informally employed,Yes
Kenya,2018,uniqueid_2835,Rural,Yes,6,26,Male,Child,Married/Living together,Vocational/Specialised training,Farming and Fishing,No
Kenya,2018,uniqueid_2836,Rural,Yes,4,48,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government,Yes
Kenya,2018,uniqueid_2837,Rural,No,3,52,Female,Head of Household,Widowed,Primary education,Informally employed,No
Kenya,2018,uniqueid_2838,Rural,Yes,6,18,Male,Child,Single/Never Married,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2839,Rural,Yes,2,76,Female,Spouse,Married/Living together,Primary education,Government Dependent,Yes
Kenya,2018,uniqueid_2840,Urban,Yes,5,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2841,Urban,Yes,3,28,Female,Head of Household,Married/Living together,Primary education,Informally employed,Yes
Kenya,2018,uniqueid_2842,Urban,Yes,1,38,Female,Head of Household,Single/Never Married,Vocational/Specialised training,Self employed,No
Kenya,2018,uniqueid_2843,Urban,Yes,5,20,Female,Parent,Single/Never Married,Secondary education,Informally employed,No
Kenya,2018,uniqueid_2844,Urban,No,5,16,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_2845,Urban,Yes,3,26,Female,Child,Single/Never Married,Primary education,Self employed,No
Kenya,2018,uniqueid_2846,Urban,Yes,1,21,Male,Head of Household,Single/Never Married,Primary education,Self employed,No
Kenya,2018,uniqueid_2847,Rural,Yes,3,40,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,No
Kenya,2018,uniqueid_2848,Rural,No,10,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent,No
Kenya,2018,uniqueid_2849,Rural,Yes,5,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2850,Urban,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Self employed,No
Kenya,2018,uniqueid_2851,Rural,Yes,6,29,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2852,Urban,Yes,4,43,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,No
Kenya,2018,uniqueid_2853,Urban,Yes,4,28,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,Yes
Kenya,2018,uniqueid_2854,Rural,No,1,69,Female,Head of Household,Widowed,Primary education,Farming and Fishing,No
Kenya,2018,uniqueid_2855,Urban,Yes,5,17,Female,Child,Single/Never Married,Secondary education,Informally employed,Yes
